bc_wells,sample,species,gene_count,tscp_count,mread_count,bc1_wind,bc2_wind,bc3_wind,bc1_well,bc2_well,bc3_well
10_08_41,12994_a,hg38,726,944,2180,10,8,41,A10,A8,D5
10_08_52,12994_a,hg38,267,310,749,10,8,52,A10,A8,E4
10_08_75,12994_a,hg38,808,1103,2698,10,8,75,A10,A8,G3
10_09_01,12994_a,hg38,766,940,2337,10,9,1,A10,A9,A1
10_09_31,12994_a,hg38,3019,5814,14378,10,9,31,A10,A9,C7
10_09_42,12994_a,hg38,430,508,1210,10,9,42,A10,A9,D6
10_09_60,12994_a,hg38,2163,3764,9416,10,9,60,A10,A9,E12
10_09_95,12994_a,hg38,641,814,2068,10,9,95,A10,A9,H11
10_09_96,12994_a,hg38,283,329,808,10,9,96,A10,A9,H12
10_10_22,12994_a,hg38,619,748,1758,10,10,22,A10,A10,B10
10_10_44,12994_a,hg38,351,385,965,10,10,44,A10,A10,D8
10_10_77,12994_a,hg38,282,310,824,10,10,77,A10,A10,G5
10_10_90,12994_a,hg38,740,951,2400,10,10,90,A10,A10,H6
10_11_04,12994_a,hg38,556,717,1772,10,11,4,A10,A11,A4
10_11_07,12994_a,hg38,351,438,1037,10,11,7,A10,A11,A7
10_11_10,12994_a,hg38,1000,1373,3284,10,11,10,A10,A11,A10
10_11_28,12994_a,hg38,342,408,984,10,11,28,A10,A11,C4
10_11_57,12994_a,hg38,554,725,1741,10,11,57,A10,A11,E9
10_11_79,12994_a,hg38,744,1023,2585,10,11,79,A10,A11,G7
10_12_07,12994_a,hg38,900,1150,2739,10,12,7,A10,A12,A7
10_12_20,12994_a,hg38,749,1006,2418,10,12,20,A10,A12,B8
10_12_36,12994_a,hg38,356,408,1016,10,12,36,A10,A12,C12
10_12_45,12994_a,hg38,326,369,864,10,12,45,A10,A12,D9
10_13_15,12994_a,hg38,908,1266,3139,10,13,15,A10,B1,B3
10_13_36,12994_a,hg38,1056,1572,3962,10,13,36,A10,B1,C12
10_13_45,12994_a,hg38,1024,1407,3507,10,13,45,A10,B1,D9
10_13_48,12994_a,hg38,459,603,1473,10,13,48,A10,B1,D12
10_13_57,12994_a,hg38,436,554,1458,10,13,57,A10,B1,E9
10_14_07,12994_a,hg38,289,325,773,10,14,7,A10,B2,A7
10_14_27,12994_a,hg38,2550,4494,10882,10,14,27,A10,B2,C3
10_14_30,12994_a,hg38,720,900,2226,10,14,30,A10,B2,C6
10_14_38,12994_a,hg38,449,517,1393,10,14,38,A10,B2,D2
10_14_67,12994_a,hg38,627,838,2057,10,14,67,A10,B2,F7
10_14_81,12994_a,hg38,831,1028,2552,10,14,81,A10,B2,G9
10_15_31,12994_a,hg38,700,950,2227,10,15,31,A10,B3,C7
10_15_44,12994_a,hg38,991,1304,3138,10,15,44,A10,B3,D8
10_15_79,12994_a,hg38,2869,5480,13889,10,15,79,A10,B3,G7
10_16_08,12994_a,hg38,2282,3840,9717,10,16,8,A10,B4,A8
10_17_11,12994_a,hg38,320,382,939,10,17,11,A10,B5,A11
10_17_20,12994_a,hg38,356,447,1149,10,17,20,A10,B5,B8
10_17_37,12994_a,hg38,794,1142,2793,10,17,37,A10,B5,D1
10_17_43,12994_a,hg38,1464,2298,5592,10,17,43,A10,B5,D7
10_17_59,12994_a,hg38,652,878,2058,10,17,59,A10,B5,E11
10_17_61,12994_a,hg38,270,307,727,10,17,61,A10,B5,F1
10_17_86,12994_a,hg38,3267,6306,15774,10,17,86,A10,B5,H2
10_18_09,12994_a,hg38,925,1217,3158,10,18,9,A10,B6,A9
10_18_12,12994_a,hg38,1035,1411,3638,10,18,12,A10,B6,A12
10_18_15,12994_a,hg38,975,1331,3268,10,18,15,A10,B6,B3
10_18_18,12994_a,hg38,814,1186,2928,10,18,18,A10,B6,B6
10_18_41,12994_a,hg38,1692,2698,6654,10,18,41,A10,B6,D5
10_18_74,12994_a,hg38,453,582,1441,10,18,74,A10,B6,G2
10_18_95,12994_a,hg38,1450,2257,5602,10,18,95,A10,B6,H11
10_19_14,12994_a,hg38,357,452,1136,10,19,14,A10,B7,B2
10_19_47,12994_a,hg38,3193,6335,15305,10,19,47,A10,B7,D11
10_19_73,12994_a,hg38,389,467,1188,10,19,73,A10,B7,G1
10_19_76,12994_a,hg38,6070,18618,45945,10,19,76,A10,B7,G4
10_19_77,12994_a,hg38,661,846,2100,10,19,77,A10,B7,G5
10_20_36,12994_a,hg38,5837,19116,45483,10,20,36,A10,B8,C12
10_20_51,12994_a,hg38,853,1264,2965,10,20,51,A10,B8,E3
10_20_78,12994_a,hg38,390,436,1062,10,20,78,A10,B8,G6
10_20_95,12994_a,hg38,922,1265,3103,10,20,95,A10,B8,H11
10_21_33,12994_a,hg38,537,699,1718,10,21,33,A10,B9,C9
10_21_35,12994_a,hg38,1098,1544,3827,10,21,35,A10,B9,C11
10_21_48,12994_a,hg38,2937,5607,13954,10,21,48,A10,B9,D12
10_21_76,12994_a,hg38,894,1203,2915,10,21,76,A10,B9,G4
10_22_56,12994_a,hg38,295,346,874,10,22,56,A10,B10,E8
10_22_84,12994_a,hg38,750,968,2481,10,22,84,A10,B10,G12
10_22_94,12994_a,hg38,500,642,1500,10,22,94,A10,B10,H10
10_23_16,12994_a,hg38,1306,1849,4558,10,23,16,A10,B11,B4
10_23_41,12994_a,hg38,1403,1969,4616,10,23,41,A10,B11,D5
10_23_45,12994_a,hg38,309,378,905,10,23,45,A10,B11,D9
10_23_60,12994_a,hg38,412,525,1337,10,23,60,A10,B11,E12
10_24_08,12994_a,hg38,1478,2251,5633,10,24,8,A10,B12,A8
10_24_47,12994_a,hg38,1151,1687,4218,10,24,47,A10,B12,D11
10_24_72,12994_a,hg38,2314,3877,10168,10,24,72,A10,B12,F12
10_24_78,12994_a,hg38,290,326,797,10,24,78,A10,B12,G6
10_24_87,12994_a,hg38,633,863,2248,10,24,87,A10,B12,H3
10_24_90,12994_a,hg38,634,822,2133,10,24,90,A10,B12,H6
10_24_94,12994_a,hg38,260,287,750,10,24,94,A10,B12,H10
10_25_05,12994_a,hg38,653,832,2140,10,25,5,A10,C1,A5
10_25_26,12994_a,hg38,442,580,1360,10,25,26,A10,C1,C2
10_25_33,12994_a,hg38,2240,3794,9276,10,25,33,A10,C1,C9
10_25_39,12994_a,hg38,295,344,868,10,25,39,A10,C1,D3
10_25_54,12994_a,hg38,456,582,1439,10,25,54,A10,C1,E6
10_25_70,12994_a,hg38,291,341,835,10,25,70,A10,C1,F10
10_26_19,12994_a,hg38,2301,4036,10011,10,26,19,A10,C2,B7
10_26_26,12994_a,hg38,504,604,1495,10,26,26,A10,C2,C2
10_26_36,12994_a,hg38,602,810,2052,10,26,36,A10,C2,C12
10_26_44,12994_a,hg38,339,400,958,10,26,44,A10,C2,D8
10_26_59,12994_a,hg38,578,761,1829,10,26,59,A10,C2,E11
10_27_01,12994_a,hg38,359,425,1037,10,27,1,A10,C3,A1
10_27_09,12994_a,hg38,1413,2115,5213,10,27,9,A10,C3,A9
10_27_12,12994_a,hg38,1353,2079,5135,10,27,12,A10,C3,A12
10_27_17,12994_a,hg38,4614,11121,27452,10,27,17,A10,C3,B5
10_27_18,12994_a,hg38,1129,1710,4297,10,27,18,A10,C3,B6
10_27_72,12994_a,hg38,272,341,885,10,27,72,A10,C3,F12
10_27_77,12994_a,hg38,2681,4931,12129,10,27,77,A10,C3,G5
10_27_80,12994_a,hg38,294,323,784,10,27,80,A10,C3,G8
10_27_96,12994_a,hg38,972,1351,3261,10,27,96,A10,C3,H12
10_28_03,12994_a,hg38,894,1182,2913,10,28,3,A10,C4,A3
10_28_35,12994_a,hg38,281,305,754,10,28,35,A10,C4,C11
10_28_50,12994_a,hg38,721,1002,2591,10,28,50,A10,C4,E2
10_29_24,12994_a,hg38,756,1021,2579,10,29,24,A10,C5,B12
10_29_28,12994_a,hg38,3863,8331,20589,10,29,28,A10,C5,C4
10_29_45,12994_a,hg38,2503,4696,11654,10,29,45,A10,C5,D9
10_29_91,12994_a,hg38,1664,2690,6717,10,29,91,A10,C5,H7
10_29_92,12994_a,hg38,497,623,1590,10,29,92,A10,C5,H8
10_30_66,12994_a,hg38,1082,1406,3343,10,30,66,A10,C6,F6
10_31_67,12994_a,hg38,650,860,2005,10,31,67,A10,C7,F7
10_31_73,12994_a,hg38,934,1308,3340,10,31,73,A10,C7,G1
10_32_06,12994_a,hg38,735,949,2423,10,32,6,A10,C8,A6
10_32_35,12994_a,hg38,369,458,1135,10,32,35,A10,C8,C11
10_32_51,12994_a,hg38,2384,4221,10454,10,32,51,A10,C8,E3
10_32_94,12994_a,hg38,950,1449,3792,10,32,94,A10,C8,H10
10_32_95,12994_a,hg38,507,632,1638,10,32,95,A10,C8,H11
10_33_06,12994_a,hg38,1899,3197,7782,10,33,6,A10,C9,A6
10_33_08,12994_a,hg38,333,396,960,10,33,8,A10,C9,A8
10_33_46,12994_a,hg38,886,1098,2730,10,33,46,A10,C9,D10
10_33_47,12994_a,hg38,906,1231,3024,10,33,47,A10,C9,D11
10_33_48,12994_a,hg38,631,788,1952,10,33,48,A10,C9,D12
10_33_49,12994_a,hg38,607,734,1876,10,33,49,A10,C9,E1
10_33_53,12994_a,hg38,277,302,713,10,33,53,A10,C9,E5
10_33_66,12994_a,hg38,534,710,1711,10,33,66,A10,C9,F6
10_34_05,12994_a,hg38,1291,1802,4418,10,34,5,A10,C10,A5
10_34_33,12994_a,hg38,458,584,1392,10,34,33,A10,C10,C9
10_34_43,12994_a,hg38,1474,2209,5475,10,34,43,A10,C10,D7
10_34_48,12994_a,hg38,363,437,1055,10,34,48,A10,C10,D12
10_34_60,12994_a,hg38,1673,2643,6453,10,34,60,A10,C10,E12
10_34_72,12994_a,hg38,405,493,1207,10,34,72,A10,C10,F12
10_35_14,12994_a,hg38,374,451,1065,10,35,14,A10,C11,B2
10_35_22,12994_a,hg38,398,497,1210,10,35,22,A10,C11,B10
10_35_27,12994_a,hg38,389,497,1208,10,35,27,A10,C11,C3
10_35_64,12994_a,hg38,1514,2599,6434,10,35,64,A10,C11,F4
10_35_78,12994_a,hg38,302,331,850,10,35,78,A10,C11,G6
10_35_89,12994_a,hg38,433,526,1236,10,35,89,A10,C11,H5
10_35_94,12994_a,hg38,1735,2741,6609,10,35,94,A10,C11,H10
10_36_16,12994_a,hg38,498,608,1537,10,36,16,A10,C12,B4
10_36_26,12994_a,hg38,282,351,821,10,36,26,A10,C12,C2
10_36_70,12994_a,hg38,392,494,1246,10,36,70,A10,C12,F10
10_36_77,12994_a,hg38,740,970,2266,10,36,77,A10,C12,G5
10_36_84,12994_a,hg38,501,631,1640,10,36,84,A10,C12,G12
10_37_02,12994_a,hg38,2664,4921,12599,10,37,2,A10,D1,A2
10_37_03,12994_a,hg38,698,952,2491,10,37,3,A10,D1,A3
10_37_08,12994_a,hg38,384,457,1224,10,37,8,A10,D1,A8
10_37_17,12994_a,hg38,367,418,1055,10,37,17,A10,D1,B5
10_37_68,12994_a,hg38,1028,1460,3721,10,37,68,A10,D1,F8
10_38_67,12994_a,hg38,5605,15966,40759,10,38,67,A10,D2,F7
10_38_76,12994_a,hg38,1004,1344,3127,10,38,76,A10,D2,G4
10_39_07,12994_a,hg38,707,942,2170,10,39,7,A10,D3,A7
10_39_09,12994_a,hg38,436,540,1296,10,39,9,A10,D3,A9
10_39_12,12994_a,hg38,2003,3368,8337,10,39,12,A10,D3,A12
10_39_51,12994_a,hg38,5194,13124,31674,10,39,51,A10,D3,E3
10_39_96,12994_a,hg38,754,1003,2375,10,39,96,A10,D3,H12
10_40_05,12994_a,hg38,624,808,2025,10,40,5,A10,D4,A5
10_40_11,12994_a,hg38,499,653,1819,10,40,11,A10,D4,A11
10_40_17,12994_a,hg38,891,1256,3082,10,40,17,A10,D4,B5
10_40_37,12994_a,hg38,1452,2282,5918,10,40,37,A10,D4,D1
10_40_39,12994_a,hg38,1236,1678,4126,10,40,39,A10,D4,D3
10_41_07,12994_a,hg38,4802,11653,29450,10,41,7,A10,D5,A7
10_41_14,12994_a,hg38,344,401,986,10,41,14,A10,D5,B2
10_41_17,12994_a,hg38,585,755,1921,10,41,17,A10,D5,B5
10_41_43,12994_a,hg38,361,422,995,10,41,43,A10,D5,D7
10_41_62,12994_a,hg38,984,1409,3550,10,41,62,A10,D5,F2
10_41_75,12994_a,hg38,5666,15909,41902,10,41,75,A10,D5,G3
10_41_90,12994_a,hg38,629,826,2113,10,41,90,A10,D5,H6
10_42_09,12994_a,hg38,1177,1710,4545,10,42,9,A10,D6,A9
10_42_35,12994_a,hg38,277,335,892,10,42,35,A10,D6,C11
10_42_41,12994_a,hg38,752,989,2403,10,42,41,A10,D6,D5
10_42_44,12994_a,hg38,390,493,1287,10,42,44,A10,D6,D8
10_42_57,12994_a,hg38,493,639,1618,10,42,57,A10,D6,E9
10_42_80,12994_a,hg38,275,325,813,10,42,80,A10,D6,G8
10_43_49,12994_a,hg38,856,1192,2967,10,43,49,A10,D7,E1
10_44_16,12994_a,hg38,432,522,1170,10,44,16,A10,D8,B4
10_44_19,12994_a,hg38,437,537,1232,10,44,19,A10,D8,B7
10_44_20,12994_a,hg38,348,422,1046,10,44,20,A10,D8,B8
10_44_23,12994_a,hg38,3453,6980,17260,10,44,23,A10,D8,B11
10_44_29,12994_a,hg38,309,362,877,10,44,29,A10,D8,C5
10_44_52,12994_a,hg38,514,628,1536,10,44,52,A10,D8,E4
10_44_54,12994_a,hg38,5423,13542,34096,10,44,54,A10,D8,E6
10_44_81,12994_a,hg38,1606,2623,6730,10,44,81,A10,D8,G9
10_44_95,12994_a,hg38,1860,3024,7692,10,44,95,A10,D8,H11
10_45_10,12994_a,hg38,264,306,690,10,45,10,A10,D9,A10
10_45_16,12994_a,hg38,276,310,792,10,45,16,A10,D9,B4
10_45_18,12994_a,hg38,453,578,1475,10,45,18,A10,D9,B6
10_45_22,12994_a,hg38,387,460,1198,10,45,22,A10,D9,B10
10_45_24,12994_a,hg38,354,424,1008,10,45,24,A10,D9,B12
10_45_32,12994_a,hg38,825,1175,3122,10,45,32,A10,D9,C8
10_45_35,12994_a,hg38,627,768,1883,10,45,35,A10,D9,C11
10_45_63,12994_a,hg38,394,498,1300,10,45,63,A10,D9,F3
10_45_89,12994_a,hg38,350,423,1004,10,45,89,A10,D9,H5
10_46_10,12994_a,hg38,603,829,1984,10,46,10,A10,D10,A10
10_46_48,12994_a,hg38,287,332,862,10,46,48,A10,D10,D12
10_46_66,12994_a,hg38,263,300,809,10,46,66,A10,D10,F6
10_46_96,12994_a,hg38,3296,6856,17213,10,46,96,A10,D10,H12
10_47_10,12994_a,hg38,574,703,1735,10,47,10,A10,D11,A10
10_47_34,12994_a,hg38,1314,1783,4208,10,47,34,A10,D11,C10
10_47_76,12994_a,hg38,4143,9348,22531,10,47,76,A10,D11,G4
10_48_02,12994_a,hg38,583,747,1864,10,48,2,A10,D12,A2
10_48_35,12994_a,hg38,395,463,1160,10,48,35,A10,D12,C11
10_48_91,12994_a,hg38,3058,5932,15114,10,48,91,A10,D12,H7
10_49_03,12994_a,hg38,435,557,1354,10,49,3,A10,E1,A3
10_49_37,12994_a,hg38,483,599,1443,10,49,37,A10,E1,D1
10_49_49,12994_a,hg38,767,1029,2544,10,49,49,A10,E1,E1
10_50_19,12994_a,hg38,514,672,1693,10,50,19,A10,E2,B7
10_50_26,12994_a,hg38,407,483,1201,10,50,26,A10,E2,C2
10_50_28,12994_a,hg38,721,975,2392,10,50,28,A10,E2,C4
10_50_41,12994_a,hg38,743,963,2464,10,50,41,A10,E2,D5
10_50_42,12994_a,hg38,674,918,2316,10,50,42,A10,E2,D6
10_50_44,12994_a,hg38,779,1097,2783,10,50,44,A10,E2,D8
10_50_50,12994_a,hg38,2312,4186,10810,10,50,50,A10,E2,E2
10_51_10,12994_a,hg38,1121,1484,3553,10,51,10,A10,E3,A10
10_51_34,12994_a,hg38,357,426,1100,10,51,34,A10,E3,C10
10_52_19,12994_a,hg38,1939,3154,7827,10,52,19,A10,E4,B7
10_52_51,12994_a,hg38,732,945,2414,10,52,51,A10,E4,E3
10_52_55,12994_a,hg38,406,492,1247,10,52,55,A10,E4,E7
10_52_65,12994_a,hg38,2395,4090,10177,10,52,65,A10,E4,F5
10_52_80,12994_a,hg38,763,1066,2664,10,52,80,A10,E4,G8
10_52_85,12994_a,hg38,2151,3733,9291,10,52,85,A10,E4,H1
10_53_01,12994_a,hg38,492,596,1552,10,53,1,A10,E5,A1
10_53_34,12994_a,hg38,972,1387,3290,10,53,34,A10,E5,C10
10_53_41,12994_a,hg38,763,1040,2442,10,53,41,A10,E5,D5
10_53_82,12994_a,hg38,1427,2069,5218,10,53,82,A10,E5,G10
10_53_89,12994_a,hg38,303,337,795,10,53,89,A10,E5,H5
10_54_31,12994_a,hg38,600,818,1990,10,54,31,A10,E6,C7
10_54_41,12994_a,hg38,1785,2811,7036,10,54,41,A10,E6,D5
10_54_47,12994_a,hg38,2853,5178,13371,10,54,47,A10,E6,D11
10_54_48,12994_a,hg38,534,691,1751,10,54,48,A10,E6,D12
10_54_61,12994_a,hg38,321,390,1049,10,54,61,A10,E6,F1
10_54_68,12994_a,hg38,575,720,1829,10,54,68,A10,E6,F8
10_55_96,12994_a,hg38,346,401,999,10,55,96,A10,E7,H12
10_56_09,12994_a,hg38,3143,6084,15653,10,56,9,A10,E8,A9
10_56_10,12994_a,hg38,263,287,689,10,56,10,A10,E8,A10
10_56_27,12994_a,hg38,579,743,1834,10,56,27,A10,E8,C3
10_56_57,12994_a,hg38,288,327,795,10,56,57,A10,E8,E9
10_56_65,12994_a,hg38,1255,1792,4227,10,56,65,A10,E8,F5
10_56_92,12994_a,hg38,743,1036,2638,10,56,92,A10,E8,H8
10_56_93,12994_a,hg38,391,496,1351,10,56,93,A10,E8,H9
10_57_31,12994_a,hg38,1013,1397,3518,10,57,31,A10,E9,C7
10_57_32,12994_a,hg38,1025,1416,3626,10,57,32,A10,E9,C8
10_57_44,12994_a,hg38,909,1217,2996,10,57,44,A10,E9,D8
10_57_49,12994_a,hg38,5460,14841,37756,10,57,49,A10,E9,E1
10_57_50,12994_a,hg38,1215,1780,4564,10,57,50,A10,E9,E2
10_57_87,12994_a,hg38,266,331,852,10,57,87,A10,E9,H3
10_58_06,12994_a,hg38,1233,1668,4248,10,58,6,A10,E10,A6
10_58_33,12994_a,hg38,588,737,1792,10,58,33,A10,E10,C9
10_58_81,12994_a,hg38,555,709,1796,10,58,81,A10,E10,G9
10_59_16,12994_a,hg38,832,1008,2545,10,59,16,A10,E11,B4
10_59_20,12994_a,hg38,567,731,1806,10,59,20,A10,E11,B8
10_59_32,12994_a,hg38,450,556,1408,10,59,32,A10,E11,C8
10_59_83,12994_a,hg38,283,329,869,10,59,83,A10,E11,G11
10_59_93,12994_a,hg38,868,1199,3131,10,59,93,A10,E11,H9
10_60_05,12994_a,hg38,397,541,1349,10,60,5,A10,E12,A5
10_60_07,12994_a,hg38,284,327,723,10,60,7,A10,E12,A7
10_60_08,12994_a,hg38,1471,2237,5602,10,60,8,A10,E12,A8
10_60_29,12994_a,hg38,3021,5753,14505,10,60,29,A10,E12,C5
10_60_91,12994_a,hg38,262,290,735,10,60,91,A10,E12,H7
10_61_22,12994_a,hg38,1147,1629,3750,10,61,22,A10,F1,B10
10_61_45,12994_a,hg38,698,970,2416,10,61,45,A10,F1,D9
10_62_04,12994_a,hg38,819,1042,2563,10,62,4,A10,F2,A4
10_62_22,12994_a,hg38,338,405,973,10,62,22,A10,F2,B10
10_63_21,12994_a,hg38,267,319,795,10,63,21,A10,F3,B9
10_63_32,12994_a,hg38,1251,1714,4405,10,63,32,A10,F3,C8
10_63_42,12994_a,hg38,727,1019,2459,10,63,42,A10,F3,D6
10_63_50,12994_a,hg38,961,1339,3344,10,63,50,A10,F3,E2
10_63_57,12994_a,hg38,1326,1979,4812,10,63,57,A10,F3,E9
10_64_22,12994_a,hg38,5600,16604,42259,10,64,22,A10,F4,B10
10_64_41,12994_a,hg38,931,1344,3345,10,64,41,A10,F4,D5
10_65_07,12994_a,hg38,353,426,1111,10,65,7,A10,F5,A7
10_65_13,12994_a,hg38,3492,7495,19685,10,65,13,A10,F5,B1
10_65_21,12994_a,hg38,2775,5191,13447,10,65,21,A10,F5,B9
10_65_22,12994_a,hg38,470,609,1496,10,65,22,A10,F5,B10
10_65_43,12994_a,hg38,626,807,2023,10,65,43,A10,F5,D7
10_65_47,12994_a,hg38,1148,1718,4364,10,65,47,A10,F5,D11
10_65_69,12994_a,hg38,938,1321,3278,10,65,69,A10,F5,F9
10_65_71,12994_a,hg38,534,618,1593,10,65,71,A10,F5,F11
10_65_93,12994_a,hg38,788,1140,2993,10,65,93,A10,F5,H9
10_66_43,12994_a,hg38,1894,3062,7946,10,66,43,A10,F6,D7
10_66_51,12994_a,hg38,760,979,2541,10,66,51,A10,F6,E3
10_66_70,12994_a,hg38,479,626,1652,10,66,70,A10,F6,F10
10_66_90,12994_a,hg38,672,894,2401,10,66,90,A10,F6,H6
10_67_16,12994_a,hg38,3680,7770,19722,10,67,16,A10,F7,B4
10_67_19,12994_a,hg38,907,1250,3099,10,67,19,A10,F7,B7
10_68_09,12994_a,hg38,2808,5296,13642,10,68,9,A10,F8,A9
10_68_16,12994_a,hg38,262,311,796,10,68,16,A10,F8,B4
10_68_28,12994_a,hg38,1231,1892,4702,10,68,28,A10,F8,C4
10_68_67,12994_a,hg38,917,1275,3022,10,68,67,A10,F8,F7
10_69_35,12994_a,hg38,3701,7893,19116,10,69,35,A10,F9,C11
10_69_36,12994_a,hg38,956,1289,3061,10,69,36,A10,F9,C12
10_69_52,12994_a,hg38,275,309,792,10,69,52,A10,F9,E4
10_69_70,12994_a,hg38,324,381,901,10,69,70,A10,F9,F10
10_69_73,12994_a,hg38,373,470,1216,10,69,73,A10,F9,G1
10_69_81,12994_a,hg38,318,367,869,10,69,81,A10,F9,G9
10_69_85,12994_a,hg38,5223,13831,34224,10,69,85,A10,F9,H1
10_69_88,12994_a,hg38,3777,8084,19740,10,69,88,A10,F9,H4
10_70_02,12994_a,hg38,1759,2776,6762,10,70,2,A10,F10,A2
10_70_21,12994_a,hg38,2245,3849,9572,10,70,21,A10,F10,B9
10_70_72,12994_a,hg38,483,622,1573,10,70,72,A10,F10,F12
10_71_02,12994_a,hg38,765,1016,2376,10,71,2,A10,F11,A2
10_71_09,12994_a,hg38,587,724,1805,10,71,9,A10,F11,A9
10_71_29,12994_a,hg38,426,536,1299,10,71,29,A10,F11,C5
10_71_40,12994_a,hg38,821,1083,2623,10,71,40,A10,F11,D4
10_71_47,12994_a,hg38,350,414,1000,10,71,47,A10,F11,D11
10_71_57,12994_a,hg38,244,290,749,10,71,57,A10,F11,E9
10_71_81,12994_a,hg38,1830,3003,7469,10,71,81,A10,F11,G9
10_71_91,12994_a,hg38,1242,1808,4526,10,71,91,A10,F11,H7
10_72_28,12994_a,hg38,451,554,1321,10,72,28,A10,F12,C4
10_72_29,12994_a,hg38,818,1015,2471,10,72,29,A10,F12,C5
10_72_33,12994_a,hg38,2079,3435,8381,10,72,33,A10,F12,C9
10_72_37,12994_a,hg38,1085,1565,3678,10,72,37,A10,F12,D1
10_72_69,12994_a,hg38,267,304,757,10,72,69,A10,F12,F9
10_72_82,12994_a,hg38,860,1153,2845,10,72,82,A10,F12,G10
10_73_17,12994_a,hg38,2412,4307,10431,10,73,17,A10,G1,B5
10_73_46,12994_a,hg38,5114,13575,34308,10,73,46,A10,G1,D10
10_73_47,12994_a,hg38,497,653,1647,10,73,47,A10,G1,D11
10_73_65,12994_a,hg38,7782,33456,84658,10,73,65,A10,G1,F5
10_74_40,12994_a,hg38,807,1121,2710,10,74,40,A10,G2,D4
10_74_60,12994_a,hg38,881,1206,3027,10,74,60,A10,G2,E12
10_74_63,12994_a,hg38,343,413,1013,10,74,63,A10,G2,F3
10_75_05,12994_a,hg38,2783,5006,12421,10,75,5,A10,G3,A5
10_75_21,12994_a,hg38,342,413,1058,10,75,21,A10,G3,B9
10_75_43,12994_a,hg38,1550,2371,5781,10,75,43,A10,G3,D7
10_75_74,12994_a,hg38,327,401,1004,10,75,74,A10,G3,G2
10_75_89,12994_a,hg38,2248,3792,9326,10,75,89,A10,G3,H5
10_75_92,12994_a,hg38,2210,3566,9133,10,75,92,A10,G3,H8
10_75_96,12994_a,hg38,267,323,789,10,75,96,A10,G3,H12
10_76_04,12994_a,hg38,692,840,2025,10,76,4,A10,G4,A4
10_76_25,12994_a,hg38,1574,2619,6505,10,76,25,A10,G4,C1
10_76_38,12994_a,hg38,502,627,1489,10,76,38,A10,G4,D2
10_76_44,12994_a,hg38,331,395,939,10,76,44,A10,G4,D8
10_76_52,12994_a,hg38,494,628,1540,10,76,52,A10,G4,E4
10_76_65,12994_a,hg38,372,439,1155,10,76,65,A10,G4,F5
10_76_72,12994_a,hg38,719,1047,2605,10,76,72,A10,G4,F12
10_77_06,12994_a,hg38,374,439,1043,10,77,6,A10,G5,A6
10_77_15,12994_a,hg38,569,713,1660,10,77,15,A10,G5,B3
10_77_61,12994_a,hg38,651,809,1864,10,77,61,A10,G5,F1
10_78_18,12994_a,hg38,1317,1881,4710,10,78,18,A10,G6,B6
